content_key,content_item_id,content_item_version_id,subject_key,item_type,proposed_unit,proposed_topic_code,proposed_topic_title,basis,confidence,rationale,alternative_topic_code,signal_conflict,needs_human,taxonomy_source_version,previous_topic_code,defect_class,evidence_fields_used
APSTATS-SFRQ-013,dd0be3bd-4c02-456d-a2b9-0cd59f18e774,06881854-e997-4b97-a234-ff12ae8f7652,ap-statistics,frq,4,4.5,Carrying Out a Test for a Population Mean or Population Mean Difference,legacy_metadata_crosswalk,medium,Assigned to 4.5 because the legacy metadata crosswalk evidence matches Carrying Out a Test for a Population Mean or Population Mean Difference.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,3.10,,subtopics;stimulus;rubric
APSTATS-SFRQ-014,822d2c2d-81f3-4ce1-8506-661a9d94dbcc,ab3889f2-3d52-46fd-bb66-8bb0621e7ed5,ap-statistics,frq,4,4.5,Carrying Out a Test for a Population Mean or Population Mean Difference,legacy_metadata_crosswalk,medium,Assigned to 4.5 because the legacy metadata crosswalk evidence matches Carrying Out a Test for a Population Mean or Population Mean Difference.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,3.12,,subtopics;stimulus;rubric
APSTATS-SFRQ-016,f21ce773-4813-47a9-98fe-e89cba300512,610f6069-076d-496c-af58-0ee910308b30,ap-statistics,frq,3,3.15,Carrying Out a Chi-Square Test for Homogeneity or Independence,legacy_metadata_crosswalk,medium,Assigned to 3.15 because the legacy metadata crosswalk evidence matches Carrying Out a Chi-Square Test for Homogeneity or Independence.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,3.14,,subtopics;stimulus;rubric
STATS-MOD1-E001,1a5a44ca-1545-4ea0-bc50-86ac0489ff6c,500a0a0c-f82d-498c-a53d-c523624edda7,ap-statistics,frq,1,1.1,Introducing Statistics: What Can We Learn from Data?,manual_semantic_review,high,Assigned to 1.1 because the manual semantic review evidence matches Introducing Statistics: What Can We Learn from Data?.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,3.10,,stem;stimulus;rubric
STATS-MOD1-E002,43780d98-4cea-432e-86d7-182baf4d422c,f99d019c-6b73-4f89-bd9e-9dc731e6b5f3,ap-statistics,frq,1,1.2,Variables,manual_semantic_review,high,Assigned to 1.2 because the manual semantic review evidence matches Variables.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus;rubric
STATS-MOD1-E003,2d8d4d3d-1af7-4f45-b32e-93e8c9f03ce0,76ca33ec-f07a-4bf6-83f6-d45bd2fb4c7b,ap-statistics,frq,1,1.10,The Investigative Question Revisited and Data Collection,manual_semantic_review,high,Assigned to 1.10 because the manual semantic review evidence matches The Investigative Question Revisited and Data Collection.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,3.2,,stem;stimulus;rubric
STATS-MOD1-E005,cfabb50f-6bee-4c75-af53-7ba415dd697f,f4297ecb-da88-4422-a13a-d347231ebc68,ap-statistics,frq,1,1.1,Introducing Statistics: What Can We Learn from Data?,manual_semantic_review,high,Assigned to 1.1 because the manual semantic review evidence matches Introducing Statistics: What Can We Learn from Data?.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.1,,stem;stimulus;rubric
STATS-MOD1-M001,d2affbe0-2481-4f00-8054-d42ff6398b27,b2f2de47-2c10-4b83-bf97-89cdfd695e18,ap-statistics,frq,1,1.11,Random Sampling,manual_semantic_review,high,Assigned to 1.11 because the manual semantic review evidence matches Random Sampling.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.11,,stem;stimulus;rubric
STATS-MOD3-H006,d9fb8bc8-8534-4259-ae09-8a82243aabce,cdcd1b0e-f691-4e4e-9fa8-ac68d393cfa0,ap-statistics,frq,1,1.6,Descriptions for One Quantitative Variable Distributions,manual_semantic_review,high,Assigned to 1.6 because the manual semantic review evidence matches Descriptions for One Quantitative Variable Distributions.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,2.2,,stem;stimulus;rubric
STATS-MOD3-M006,0f7571c4-4327-45cf-9cc4-d9f822c8db65,8bf641e9-9524-47d4-8062-cbde41e6574e,ap-statistics,frq,2,2.11,The Normal Distribution,manual_semantic_review,high,Assigned to 2.11 because the manual semantic review evidence matches The Normal Distribution.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,,stem;stimulus;rubric
STATS-MOD3-M007,07edc710-16bb-4c09-b7d2-789cdc5a9926,90fdfeba-dc7f-464c-9420-06a78ddb1830,ap-statistics,frq,2,2.11,The Normal Distribution,manual_semantic_review,high,Assigned to 2.11 because the manual semantic review evidence matches The Normal Distribution.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,2.12,,stem;stimulus;rubric
STATS-MOD4-E005,af82b114-64dc-4161-a900-4e6de29ab303,f112c2b6-7101-4fb9-bee4-94d2c90ef8c4,ap-statistics,frq,1,1.13,Experimental Design,manual_semantic_review,high,Assigned to 1.13 because the manual semantic review evidence matches Experimental Design.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,3.10,,stem;stimulus;rubric
STATS-MOD4-H012,bb2c9c91-f2c9-4312-a416-e6867c3fdaf3,a52543cb-3b89-4cdf-ab6c-33698e75d9a6,ap-statistics,frq,1,1.13,Experimental Design,manual_semantic_review,high,Assigned to 1.13 because the manual semantic review evidence matches Experimental Design.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.13,,stem;stimulus;rubric
STATS-MOD4-M009,85d23dca-8f05-4e9e-9dbe-22600f8c5528,3e2d90af-711c-4c4c-a090-fed3cebd2159,ap-statistics,frq,1,1.13,Experimental Design,manual_semantic_review,high,Assigned to 1.13 because the manual semantic review evidence matches Experimental Design.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.13,,stem;stimulus;rubric
STATS-MOD9-H018,4c9180d9-3f05-4fb6-a5f5-0b1e59100ad8,b539a1fe-8edb-49ef-ae56-c5e28f9bae10,ap-statistics,frq,3,3.8,Potential Errors When Performing Tests,manual_semantic_review,high,Assigned to 3.8 because the manual semantic review evidence matches Potential Errors When Performing Tests.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,3.12,,stem;stimulus;rubric
apstat-4b-compare-097000,7db0ade2-21b7-4cd9-b0d9-59ad3cf3b731,de117b2d-4327-4d28-8954-b0eb7c5e7732,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097001,d16208a1-86e9-4bbf-a227-6c35f62e8843,21015db4-3a87-4d8b-932a-1750e0d497da,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097002,1aa847f3-d07e-49db-be54-141b4269649f,9b754967-a8ec-4a19-8b36-625337975149,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097003,01083ec3-5f29-4827-99ed-5c9829f39274,c878e144-64c4-40d5-acff-8168a57c20d9,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097004,9a86f050-4bb9-44d4-862c-9fca39c125c6,6e26ae67-6f89-43ac-8d5c-481dc3801839,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097005,5f38db56-d845-4f9f-b674-be833f35e082,fe1446b9-71ab-4691-80e0-9c704941d483,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097006,b9ac5ed0-6f91-435d-9a2b-1a8896e63db4,21923090-b96e-47e7-ac32-30400f021af0,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097007,495a6980-940c-49ee-918b-73ed1dee2043,087693ff-b2ab-4081-93a7-62d71a4b0617,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097008,72dd5024-8a93-4752-90c9-4099341517bc,433b2bed-e677-4ba5-abc6-fd5384a01f2c,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097009,59af95bc-6b6e-4c79-987d-fb7b0455fdbd,eff9138f-3daf-43f2-b4d4-8edff07ca79a,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097010,967902b0-913a-4f3d-9593-944b80837cd9,ecd3deab-c170-4dbe-bf03-d6a3dbe1a3f9,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097011,929b3bb8-8e75-4666-8b7e-7b035f23bbf9,837c5f75-32b2-44bc-8cd9-4fa496352a48,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097012,14480321-788c-445d-886a-4ee986b1380b,d04bdbe8-626b-4d8b-a6a1-4d6f5ac3f6a9,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097013,fde38ef5-516a-405a-9d6a-ae5c7ebf5625,44e1f18e-2033-43f0-90b4-8fb296b26705,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097014,f8b8d309-d590-453c-ba1a-de5a50422847,6470c63d-e28f-42e2-8b0a-de49e73802c6,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097015,9569b2b0-7a19-441a-ba3b-feda8f69c1eb,2b262b96-1680-4078-bca9-7943858524c6,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097016,7c2556fb-1586-4e84-87bd-549fbb32cf16,752d3dda-15b4-4a72-8c92-5f3f6e65f459,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097017,42ed8387-2e57-40fd-bd85-8b911aa08ed5,6a035556-4e62-438c-86b8-68fdd5a8f730,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097018,1e1e7327-606f-44f8-8b21-64ca4ab00343,820a644c-fb9b-450e-b4b1-bb8f099ea8fb,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-4b-compare-097019,5005a284-5856-4f5e-a6c2-93d208d392fc,790f9018-b43a-4aa4-a086-10e08a041e37,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,4.3,,stem;stimulus
apstat-compare_stats-090000,cc470e39-255e-465c-a93f-2d6e3c325b89,5ada85fd-00be-459a-aa0d-a7b248fd6db6,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090001,499e91c6-ea09-4f5e-baff-7b07f25ee78b,eacd8919-0933-4aba-ad4f-ea80b080f513,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090002,e40f868d-5b8f-46bf-bd03-4fcc938613b5,53990e0b-a707-4fb6-aa56-4ee0b14cf087,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090003,68849543-8c77-46f6-9c44-db7e1b18163e,a16df956-a0d5-4508-bc3b-a873453356c1,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090004,a290d67d-8ae1-46c4-9eb0-c3d19e4000ad,0d95906c-9b6f-4b48-945d-98012adb308a,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090005,9cd1fc73-a3aa-42de-9a38-ed27e68de5cb,197a0c17-cd1e-411e-a635-ed7cbb9e699e,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090006,fce2322b-6c24-4427-a9b0-145cb69fd593,f0125ee2-57ca-4e4c-9091-425374494c61,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090007,501b459c-50ab-4057-8b14-e5b824dd5c2c,99b4733a-be36-4a5b-8df8-c8de49460adc,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090008,a0030be0-3d35-495a-a5cf-a64b716f2237,d82e56d5-df59-4d38-9a4c-197ea6232a35,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090009,7293fb74-a05d-4e94-8904-4436832d2103,a72cc7e4-0d91-4ab9-9938-22a46d33a202,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090010,8ed5e5cd-bc8a-4706-9a17-dc233d48f53a,e34c1593-d593-4256-967c-ef14e27e8354,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090011,f6cb6927-3342-4803-acc7-67118765b7a6,d752769b-88d3-483d-a4f1-bd08e2bf3884,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090012,40e339b1-ea48-4a3c-aa5f-59d511dbf531,d54eeaf4-4d01-401a-88af-dbe87aa213c1,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090013,99d9c4cb-b92c-4f9b-b47a-76bb3a556e2f,a8c2cad7-a3ed-4317-9b5e-e5ed5536a6d2,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090014,0f5d9a4f-cebc-40e5-8bbe-1bf54864ef3f,0b1842c0-13e2-4c73-9592-c89d3e751612,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090015,cafad641-e2b9-46a5-8204-3bf73d9c899f,d93b5c33-4ae2-4fb6-b078-8c0f6ac39862,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090016,141b84a1-8e40-4e9e-8fc7-a67565129ef2,04a62c75-c17d-4520-9b52-4c70eeb686e9,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090017,2ccbc0dc-6539-402c-b1e4-623d99db6116,6c4e6372-4014-4e0e-ae41-e7cce8010384,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090018,45e7e50e-6ccf-4054-8d06-891f05f615c5,1efffe81-d661-4a36-a4b8-470b7711bf34,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-compare_stats-090019,16367987-197b-4fd5-848a-95ba4d8bebf0,27a89837-c175-4a62-a189-f59716f01380,ap-statistics,mcq,1,1.9,Comparisons of the Distributions for One Quantitative Variable,template_prepass,high,Assigned to 1.9 because the template prepass evidence matches Comparisons of the Distributions for One Quantitative Variable.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,comparison_mislabel,stem;stimulus
apstat-lsrl_predict-005000,5b23352c-c3fa-4a0c-8933-8a4b7ffaf945,1856226a-208f-4b59-bc57-7b7a0109c8ed,ap-statistics,mcq,5,5.3,Linear Regression Models,template_prepass,high,Assigned to 5.3 because the template prepass evidence matches Linear Regression Models.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,unit_misclassification,stem;stimulus
apstat-lsrl_predict-005001,4bb5c2f8-0ab8-4227-8f66-6b6def95b136,a84f7601-3012-4578-a09f-e6934df83a37,ap-statistics,mcq,5,5.3,Linear Regression Models,template_prepass,high,Assigned to 5.3 because the template prepass evidence matches Linear Regression Models.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,unit_misclassification,stem;stimulus
apstat-lsrl_predict-005002,965cf0d2-3f37-4944-ab8e-3b4a8be1b652,d73ec98d-369f-4c66-aef0-20b20bf41aa8,ap-statistics,mcq,5,5.3,Linear Regression Models,template_prepass,high,Assigned to 5.3 because the template prepass evidence matches Linear Regression Models.,,true,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.3,unit_misclassification,stem;stimulus
apstat-summary_stats-090000,f0da6014-0f5d-4ce0-a731-66063b5797a2,90a4456f-02d9-4216-8ae5-c3661e143389,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090001,2b063ad8-738a-40c8-858c-6e1c4a7204d6,80c3a0c6-1dff-45be-8ddb-89c8aefb5eed,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090002,ac4d3a6b-1d4b-47ce-a364-ce7fb95bb56a,67fbb4be-8481-4456-a8e7-747e12c69d4b,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090003,d50bc7f9-cad7-4567-9fbb-0c626fec7151,10fb964b-7793-4fc0-b0d2-d5f9ea915d9e,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090004,0433533a-5461-4bed-9e99-66713d4f6561,32a8141a-ff5e-4373-b128-f92139b99525,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090005,37735ec5-d177-4f7f-aa4b-497df871da35,3755faa1-8d5f-41db-88e8-be79db965874,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090006,f4aa7eba-a38b-466a-bf32-edfae5f5a676,48a4c16b-0bdf-4ea6-9c7e-e27a02fdfed7,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090007,3777af92-7049-4691-af15-31ec140baae7,8f244633-477f-4fff-8a97-2e37bf0a1cf2,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090008,15f3e1ba-8950-42d3-9f6b-e9ab8da30593,18ebdd19-e3b7-4f1c-9e77-bc2896dfa9b2,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
apstat-summary_stats-090009,42668bcb-63b0-4cb7-a865-bc896e32ea55,4bab297b-73f5-41ac-994e-cc5225804803,ap-statistics,mcq,1,1.7,Summary Statistics for One Quantitative Variable,template_prepass,high,Assigned to 1.7 because the template prepass evidence matches Summary Statistics for One Quantitative Variable.,,false,false,dae3c72e-82ca-4960-9552-1b034bd347e5,1.7,,stem;stimulus
